id,question,answer,reference
11,Thời hạn của giấy phép lái xe được quy định như thế nào?,"Căn cứ khoản 5 Điều 57 Luật Trật tự, an toàn giao thông đường bộ 2024 quy định:
Điều 57. Giấy phép lái xe
5. Thời hạn của giấy phép lái xe được quy định như sau:
a) Giấy phép lái xe các hạng A1, A, B1 không thời hạn;
b) Giấy phép lái xe hạng B và hạng C1 có thời hạn 10 năm kể từ ngày cấp;
c) Giấy phép lái xe các hạng C, D1, D2, D, BE, C1E, CE, D1E, D2E và DE có thời hạn 05 năm kể từ ngày cấp.",36/2024/QH15::article::57::clause::5
12,Giao xe cho người không đủ điều kiện điều khiển xe máy phạt bao nhiêu?,"Căn cứ khoản 10 Điều 32 Nghị định 168/2024/NĐ-CP quy định về lỗi giao xe cho người không đủ điều kiện điều khiển xe máy 2025 như sau:
Điều 32. Xử phạt, trừ điểm giấy phép lái xe đối với chủ phương tiện vi phạm quy định liên quan đến giao thông đường bộ
10. Phạt tiền từ 8.000.000 đồng đến 10.000.000 đồng đối với cá nhân, từ 16.000.000 đồng đến 20.000.000 đồng đối với tổ chức là chủ xe mô tô, xe gắn máy và các loại xe tương tự xe mô tô, các loại xe tương tự xe gắn máy thực hiện hành vi vi phạm giao xe hoặc để cho người không đủ điều kiện theo quy định tại khoản 1 Điều 56 của Luật Trật tự, an toàn giao thông đường bộ điều khiển xe tham gia giao thông (bao gồm cả trường hợp người điều khiển phương tiện có giấy phép lái xe nhưng đang trong thời gian bị tước quyền sử dụng).",168/2024/NĐ-CP::article::32::clause::10
13,"Khi tham gia giao thông, nếu phương tiện không có gương chiếu hậu thì bị xử phạt bao nhiêu tiền đối với ô tô và xe máy?","Xe máy:
Căn cứ theo điểm a khoản 1 Điều 14 Nghị định 168/2024/NĐ-CP quy định như sau:
Điều 14. Xử phạt, trừ điểm giấy phép lái xe của người điều khiển xe mô tô, xe gắn máy, các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy định về điều kiện của phương tiện khi tham gia giao thông
1. Phạt tiền từ 400.000 đồng đến 600.000 đồng đối với một trong các hành vi vi phạm sau đây:
a) Điều khiển xe không có còi; đèn soi biển số; đèn báo hãm; gương chiếu hậu bên trái người điều khiển hoặc có nhưng không có tác dụng;
Như vậy, lỗi không gương xe máy (không gương chiếu hậu bên trái người điều khiển hoặc có nhưng không có tác dụng) sẽ bị phạt tiền từ 400.000 đồng đến 600.000 đồng.
Xe ô tô:
Căn cứ theo điểm a khoản 2 Điều 13 Nghị định 168/2024/NĐ-CP quy định như sau:
Điều 13. Xử phạt, trừ điểm giấy phép lái xe của người điều khiển xe ô tô (bao gồm cả rơ moóc hoặc sơ mi rơ moóc được kéo theo), xe chở người bốn bánh có gắn động cơ, xe chở hàng bốn bánh có gắn động cơ và các loại xe tương tư xe ô tô vi phạm quy định về điều kiện của phương tiện khi tham gia giao thông
2. Phạt tiền từ 400.000 đồng đến 600.000 đồng đối với một trong các hành vi vi phạm sau đây:
a) Điều khiển xe không có đủ đèn chiếu sáng, đèn soi biển số, đèn báo hãm, đèn tín hiệu, cần gạt nước, gương chiếu hậu, dây đai an toàn, dụng cụ thoát hiểm, thiết bị chữa cháy, đồng hồ báo áp lực hơi, đồng hồ báo tốc độ của xe hoặc có những thiết bị đó nhưng không có tác dụng, không đúng tiêu chuẩn thiết kế (đối với loại xe được quy định phải có những thiết bị đó), trừ các hành vi vi phạm quy định tại điểm h khoản 3 Điều 20, điểm d khoản 4 Điều 26 của Nghị định này;
Như vậy, lỗi xe không gương ô tô (bao gồm cả rơ moóc hoặc sơ mi rơ moóc được kéo theo), xe chở người bốn bánh có gắn động cơ, xe chở hàng bốn bánh có gắn động cơ và các loại xe tương tư xe ô tô sẽ bị phạt tiền từ 400.000 đồng đến 600.000 đồng.","168/2024/NĐ-CP::article::14::clause::1::point::a, 168/2024/NĐ-CP::article::13::clause::2::point::a"
14,Xe máy rẽ phải khi đèn đỏ trái quy định giao thông sẽ bị phạt bao nhiêu?,"Căn cứ tại điểm c khoản 7 và điểm b khoản 10 Điều 7 Nghị định 168/2024/NĐ-CP quy định như sau:
Điều 7. Xử phạt, trừ điểm giấy phép lái của người điều khiển xe mô tô, xe gắn máy, các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
7. Phạt tiền từ 4.000.000 đồng đến 6.000.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
c) Không chấp hành hiệu lệnh của đèn tín hiệu giao thông;
10. Phạt tiền từ 10.000.000 đồng đến 14.000.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
b) Vi phạm quy định tại một trong các điểm, khoản sau của Điều này mà gây tai nạn giao thông: điểm a, điểm d, điểm đ, điểm g, điểm h, điểm i, điểm k khoản 1; điểm c, điểm đ, điểm g khoản 2; điểm b, điểm e, điểm g, điểm h, điểm k khoản 3; điểm đ khoản 4; điểm c, điểm d khoản 6; điểm c, điểm d, điểm đ khoản 7; điểm a, điểm b, điểm h, điểm k khoản 9 Điều này.
Theo đó, trường hợp xe máy rẽ phải khi đèn đỏ không đúng quy định có thể bị xử phạt vi phạm hành chính là phạt tiền từ 4.000.000 đồng đến 6.000.000 đồng đối với người điều khiển xe máy không chấp hành hiệu lệnh của đèn tín hiệu giao thông. Ngoài ra, có thể bị phạt tiền từ 10.000.000 đồng đến 14.000.000 đồng nếu gây gây tai nạn giao thông.
Đồng thời, tại điểm b và điểm d khoản 13 Điều 7 Nghị định 168/2024/NĐ-CP quy định về trừ điểm GPLX của người điều khiển xe gắn máy vi phạm quy tắc giao thông đường bộ như sau:
- Trừ 4 điểm GPLX: đối với hành vi không chấp hành hiệu lệnh của đèn tín hiệu giao thông: 
- Trừ 10 điểm GPLX: đối với gây tai nạn giao thông.","168/2024/NĐ-CP::article::7::clause::7::point::c, 168/2024/NĐ-CP::article::7::clause::10::point::b, 168/2024/NĐ-CP::article::7::clause::13::point::b, 168/2024/NĐ-CP::article::7::clause::13::point::d"
15,Dừng xe mặc áo mưa có bị phạt hay không?,"Căn cứ theo Điều 18 Luật Trật tự, an toàn giao thông đường bộ 2024 quy định về dừng xe, đỗ xe như sau:
Điều 18. Dừng xe, đỗ xe
1. Dừng xe là trạng thái đứng yên tạm thời của xe trong một khoảng thời gian cần thiết đủ để cho người lên xe, xuống xe, xếp dỡ hàng hóa, kiểm tra kỹ thuật xe hoặc hoạt động khác. Khi dừng xe không được tắt máy và không được rời khỏi vị trí lái, trừ trường hợp rời khỏi vị trí lái để đóng, mở cửa xe, xếp dỡ hàng hóa, kiểm tra kỹ thuật xe nhưng phải sử dụng phanh đỗ xe hoặc thực hiện biện pháp an toàn khác.
2. Đỗ xe là trạng thái đứng yên của xe không giới hạn thời gian. Khi đỗ xe, người điều khiển phương tiện tham gia giao thông đường bộ chỉ được rời khỏi xe khi đã sử dụng phanh đỗ xe hoặc thực hiện biện pháp an toàn khác. Xe đỗ trên đoạn đường dốc phải đánh lái về phía lề đường, chèn bánh.
3. Người điều khiển phương tiện tham gia giao thông đường bộ khi dừng xe, đỗ xe trên đường phải thực hiện các quy định sau đây:
a) Có tín hiệu báo cho người điều khiển phương tiện tham gia giao thông đường bộ khác biết khi ra, vào vị trí dừng xe, đỗ xe;
b) Không làm ảnh hưởng đến người đi bộ và các phương tiện tham gia giao thông đường bộ.
4. Người điều khiển phương tiện tham gia giao thông đường bộ không được dừng xe, đỗ xe tại các vị trí sau đây:
a) Bên trái đường một chiều;
b) Trên đoạn đường cong hoặc gần đầu dốc mà tầm nhìn bị che khuất;
c) Trên cầu, trừ những trường hợp tổ chức giao thông cho phép;
d) Gầm cầu vượt, trừ những nơi cho phép dừng xe, đỗ xe;
đ) Song song cùng chiều với một xe khác đang dừng, đỗ trên đường;
e) Cách xe ô tô đang đỗ ngược chiều dưới 20 mét trên đường phố hẹp, dưới 40 mét trên đường có một làn xe cơ giới trên một chiều đường;
g) Trên phần đường dành cho người đi bộ qua đường;
h) Nơi đường giao nhau và trong phạm vi 05 mét tính từ mép đường giao nhau;
i) Điểm đón, trả khách; 
k) Trước cổng và trong phạm vi 05 mét hai bên cổng trụ sở cơ quan, tổ chức có bố trí đường cho xe ra, vào;
l) Tại nơi phần đường có chiều rộng chỉ đủ cho một làn xe cơ giới;
m) Trong phạm vi an toàn của đường sắt;
n) Che khuất biển báo hiệu đường bộ, đèn tín hiệu giao thông;
o) Trên đường dành riêng cho xe buýt, trên miệng cống thoát nước, miệng hầm của đường điện thoại, điện cao thế, chỗ dành riêng cho xe chữa cháy lấy nước; trên lòng đường, vỉa hè trái quy định của pháp luật.
5. Trên đường bộ, người điều khiển phương tiện tham gia giao thông đường bộ chỉ được dừng xe, đỗ xe ở nơi có lề đường rộng hoặc khu đất ở bên ngoài phần đường xe chạy; trường hợp lề đường hẹp hoặc không có lề đường thì chỉ được dừng xe, đỗ xe sát mép đường phía bên phải theo chiều đi của mình.
6. Trên đường phố, người điều khiển phương tiện tham gia giao thông đường bộ chỉ được dừng xe, đỗ xe sát theo lề đường, vỉa hè phía bên phải theo chiều đi của mình; bánh xe gần nhất không được cách xa lề đường, vỉa hè quá 0,25 mét và không gây cản trở, nguy hiểm cho người và phương tiện tham gia giao thông đường bộ.
7. Trong trường hợp gặp sự cố kỹ thuật hoặc bất khả kháng khác buộc phải đỗ xe, khi đỗ xe chiếm một phần đường xe chạy hoặc tại nơi không được phép đỗ, phải có báo hiệu bằng đèn khẩn cấp hoặc đặt biển cảnh báo về phía sau xe để người điều khiển phương tiện tham gia giao thông đường bộ khác biết.
Theo quy định trên, pháp luật không cấm việc người dân dừng xe máy để mặc áo mưa. Tuy nhiên, nếu dừng, đỗ xe không đúng quy định, gây cản trở hoặc tai nạn giao thông, người vi phạm mới bị xử phạt theo quy định hiện hành.
Như vậy, nếu dừng xe để mặc áo mưa nhưng dừng, đỗ xe không đúng quy định thì người lái xe sẽ bị xử phạt.",36/2024/QH15::article::18
16,Dừng xe mặc áo mưa gây tai nạn giao thông bị xử phạt bao nhiêu tiền?,"Căn cứ tại điểm a khoản 10 Điều 7 Nghị định 168/2024/NĐ-CP quy định về xử phạt như sau:
Điều 7. Xử phạt, trừ điểm giấy phép lái của người điều khiển xe mô tô, xe gắn máy, các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
10. Phạt tiền từ 10.000.000 đồng đến 14.000.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây:
a) Điều khiển xe không quan sát, giảm tốc độ hoặc dừng lại để bảo đảm an toàn theo quy định mà gây tai nạn giao thông; điều khiển xe chạy quá tốc độ quy định gây tai nạn giao thông; đi vào đường cao tốc, dừng xe, đỗ xe, quay đầu xe, lùi xe, vượt xe, chuyển hướng, chuyển làn đường không đúng quy định gây tai nạn giao thông; không đi đúng phần đường, làn đường, không giữ khoảng cách an toàn giữa hai xe theo quy định gây tai nạn giao thông hoặc đi vào đường có biển báo hiệu có nội dung cấm đi vào đối với loại phương tiện đang điều khiển, đi ngược chiều của đường một chiều, đi ngược chiều trên đường có biển “Cấm đi ngược chiều” gây tai nạn giao thông
Như vậy, lỗi dừng xe mặc áo mưa gây tai nạn giao thông có thể bị xử phạt vi phạm hành chính với mức phạt tiền từ 10.000.000 đồng đến 14.000.000 đồng.",168/2024/NĐ-CP::article::7::clause::10::point::a
17,Dừng xe mặc áo mưa gây tai nạn giao thông bị trừ bao nhiêu điểm giấy phép lái xe?,"Căn cứ tại điểm d khoản 13 Điều 7 Nghị định 168/2024/NĐ-CP quy định về trừ điểm giấy phép lái xe như sau:
Điều 7. Xử phạt, trừ điểm giấy phép lái của người điều khiển xe mô tô, xe gắn máy, các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy vi phạm quy tắc giao thông đường bộ
13. Ngoài việc bị áp dụng hình thức xử phạt, người điều khiển xe thực hiện hành vi vi phạm còn bị trừ điểm giấy phép lái xe như sau:
d) Thực hiện hành vi quy định tại điểm b khoản 8, khoản 10 Điều này bị trừ điểm giấy phép lái xe 10 điểm.
Như vậy, dừng xe mặc áo mưa gây tai nạn giao thông bị trừ 10 điểm giấy phép lái xe.",168/2024/NĐ-CP::article::7::clause::13::point::d
18,Dừng xe máy để mặc áo mưa có phải lúc nào cũng bị xử phạt tới 14 triệu đồng như một số thông tin lan truyền trên mạng xã hội hay không?,"Mức xử phạt đối với xe máy khi dừng, đỗ xe không đúng quy định:
Theo Nghị định 168/2024/NĐ-CP, mức xử phạt đối với xe máy được quy định cụ thể như sau:
– Phạt tiền từ 400.000 – 600.000 đồng đối với hành vi dừng, đỗ xe gây cản trở giao thông, dừng tại điểm dừng xe buýt, nơi đường giao nhau hoặc phần đường dành cho người đi bộ qua đường (khoản 2 Điều 7)
– Phạt tiền từ 600.000 – 800.000 đồng đối với hành vi dừng, đỗ xe trên cầu (khoản 3 Điều 7)
– Phạt tiền từ 800.000 – 1.000.000 đồng đối với hành vi dừng, đỗ xe trong hầm đường bộ không đúng quy định (khoản 4 Điều 7)
Mức phạt cao nhất, từ 10 – 14 triệu đồng, chỉ áp dụng trong trường hợp dừng, đỗ xe không đúng quy định và gây tai nạn giao thông (theo khoản 10 Điều 7).","168/2024/NĐ-CP::article::7::clause::2, 168/2024/NĐ-CP::article::7::clause::3, 168/2024/NĐ-CP::article::7::clause::4, 168/2024/NĐ-CP::article::7::clause::10::point::a"
19,So sánh mức phạt đi ngược chiều gây tai nạn giao thông của xe ô tô và xe máy (không trên đường cao tốc)?,"- Xe ô tô: Căn cứ điểm d khoản 16 Điều 6 Nghị định 168/2024/NĐ-CP, phạt tiền từ 20.000.000 đồng đến 22.000.000 đồng. Đồng thời bị trừ 10 điểm Giấy phép lái xe
- Xe máy: Căn cứ điểm d khoản 13 Điều 7 Nghị định 168/2024/NĐ-CP, phạt tiền từ 10.000.000 đồng đến 14.000.000 đồng. Đồng thời bị trừ 10 điểm Giấy phép lái xe","168/2024/NĐ-CP::article::6::clause::16::point::d, 168/2024/NĐ-CP::article::7::clause::13::point::d"
20,"Chị Hoa điều khiển xe máy điện (loại có vận tốc thiết kế lớn hơn 25km/h) chở theo hai người con:
Cháu A: 5 tuổi, được chị Hoa cho ngồi phía trước trên một chiếc ghế inox đặt tạm (không có dây đai gắn chặt vào xe). Cháu A không đội mũ bảo hiểm.
Cháu B: 11 tuổi, ngồi phía sau và có đội mũ bảo hiểm đúng quy cách.
Lực lượng CSGT dừng xe kiểm tra chị Hoa với các nghi vấn về vi phạm quy tắc chở người và an toàn cho trẻ em. Vậy chị Hoa có bị phạt vì vi phạm không?","Theo điểm c khoản 1 Điều 33 Luật Trật tự, an toàn giao thông đường bộ 2024, người lái xe mô tô hai bánh, xe gắn máy (bao gồm cả xe máy điện) chỉ được chở một người, nhưng có ngoại lệ được chở tối đa hai người đối với trường hợp chở ""Trẻ em dưới 12 tuổi"". Do đó, việc chị Hoa chở cùng lúc 2 cháu là hoàn toàn hợp lệ, không vi phạm lỗi chở quá số người quy định.
Theo điểm i khoản 2 Điều 7 Nghị định 168/2024/NĐ-CP, hành vi chở người ngồi trên xe không đội mũ bảo hiểm không áp dụng xử phạt đối với trường hợp chở ""người bệnh đi cấp cứu, trẻ em dưới 06 tuổi, áp giải người có hành vi vi phạm pháp luật"". Cháu A mới 5 tuổi (thuộc diện dưới 06 tuổi), nên không chịu trách nhiệm bắt buộc đội mũ bảo hiểm khi ngồi trên xe máy. Cháu B 11 tuổi đã đội mũ đúng quy cách là đúng luật.
Theo Khoản 7 Điều 5 Luật Trật tự, an toàn giao thông đường bộ 2024 quy định rõ: Thành viên trong gia đình có trách nhiệm ""sử dụng dây đai an toàn, ghế dành cho trẻ em hoặc có người lớn ngồi cùng trẻ em phía sau khi chở trẻ em dưới 06 tuổi bằng xe gắn máy, xe mô tô"". Việc chị Hoa cho cháu 5 tuổi ngồi phía trước trên một chiếc ghế inox đặt tạm, không có dây đai gắn chặt là vi phạm nguyên tắc bảo đảm an toàn này. Tuy nhiên, đối chiếu với hệ thống các hành vi vi phạm và mức phạt tại Nghị định 168/2024/NĐ-CP (Điều 7), hiện pháp luật chưa quy định mức phạt tiền cụ thể đối với hành vi không sử dụng ghế an toàn/dây đai an toàn cho trẻ em trên xe mô tô, xe gắn máy.
Trong tình huống trên, chị Hoa không bị áp dụng bất kỳ mức phạt tiền nào do các yếu tố về số lượng người chở và việc không đội mũ bảo hiểm cho trẻ dưới 6 tuổi đều nằm trong diện ngoại lệ được pháp luật cho phép. Việc thiếu an toàn về ghế ngồi sẽ dừng ở mức độ bị lực lượng chức năng nhắc nhở.","36/2024/QH15::article::5::clause::7, 36/2024/QH15::article::33::clause::1::point::c, 168/2024/NĐ-CP::article::7::clause::2::point::i"
21,"Anh Nam là một tài xế xe ôm công nghệ. Anh bị CSGT dừng xe kiểm tra vì các hành vi sau:
Thiết bị hỗ trợ: Anh Nam vừa lái xe vừa đeo tai nghe không dây (Airpods) ở cả hai tai để nghe chỉ đường từ bản đồ.
Sử dụng điện thoại: Điện thoại của anh được gắn cố định vào giá đỡ trên ghi-đông xe. Anh Nam liên tục dùng tay chạm vào màn hình để xác nhận đơn hàng khi xe đang di chuyển.
Anh Nam vi phạm gì và bị xử lý như thế nào?","Luật nghiêm cấm người lái xe mô tô hai bánh sử dụng thiết bị âm thanh (trừ thiết bị trợ thính) khi tham gia giao thông. Việc anh Nam đeo tai nghe Airpods ở cả hai tai khi đang lái xe là vi phạm pháp luật. Căn cứ điểm đ khoản 4 và điểm b khoản 13 Điều 7 Nghị định 168/2024/NĐ-CP, mức phạt tiền của anh từ 800.000 đồng đến 1.000.000 đồng, đồng thời bị trừ điểm Giấy phép lái xe (GPLX) 04 điểm.
Luật trật tự, an toàn giao thông đường bộ 2024 khoản 6 điều 9 nghiêm cấm hành vi ""dùng tay cầm và sử dụng điện thoại hoặc thiết bị điện tử khác"" khi đang điều khiển phương tiện di chuyển trên đường bộ. Trong tình huống này, điện thoại của anh Nam được gắn cố định vào giá đỡ trên ghi-đông xe, anh chỉ dùng tay ""chạm"" màn hình chứ không ""cầm"" trên tay, không bị khép vào lỗi sử dụng điện thoại nêu trên.
Do đó, trong tình huống trên, anh Nam bị phạt tiền từ 800.000 đồng đến 1.000.000 đồng, đồng thời bị trừ điểm Giấy phép lái xe 04 điểm.","36/2024/QH15::article::9::clause::6, 168/2024/NĐ-CP::article::7::clause::4::point::đ, 168/2024/NĐ-CP::article::7::clause::13::point::b"
22,"Anh N bị CSGT kiểm tra vì không có gương chiếu hậu bên trái. Khi thấy CSGT, anh N bất ngờ rẽ vào một con ngõ nhỏ để tránh né nhưng không bật đèn xi-nhan. Hành vi của anh N vi phạm lỗi gì và bị phạt như thế nào?","Phương tiện tham gia giao thông bắt buộc phải có gương chiếu hậu bên trái người điều khiển hoặc có nhưng phải có tác dụng. Việc anh N tháo gương để xe trông gọn hơn là vi phạm quy định về điều kiện của phương tiện. Căn cứ điểm a khoản 1 Điều 14 Nghị định 168/2024/NĐ-CP, mức phạt tiền của anh N từ 400.000 đồng đến 600.000 đồng.
Trước khi chuyển hướng, người điều khiển phương tiện bắt buộc phải quan sát, bảo đảm khoảng cách an toàn, giảm tốc độ và có tín hiệu báo hướng rẽ. Anh N rẽ đột ngột để tránh CSGT mà không bật đèn xi-nhan là vi phạm quy tắc chuyển hướng. Căn cứ điểm a khoản 3 Điều 7 Nghị định 168/2024/NĐ-CP, mức phạt tiền của anh từ 600.000 đồng đến 800.000 đồng.
Do đó, về mức phạt tiền, anh N sẽ bị phạt cộng dồn cho các lỗi vi phạm. Tổng mức phạt cho 2 lỗi (không xi-nhan, không gương chiếu hậu trái) sẽ dao động từ 1.000.000 đồng đến 1.400.000 đồng.","168/2024/NĐ-CP::article::7::clause::3::point::a, 168/2024/NĐ-CP::article::14::clause::1::point::a"
23,"Theo quy định mới nhất, trẻ em phải đạt tối thiểu bao nhiêu tuổi và chiều cao bao nhiêu thì mới được phép ngồi ở hàng ghế cạnh người lái xe (ghế phụ phía trước) của ô tô?","Căn cứ Khoản 3 Điều 10 Luật Trật tự, an toàn giao thông đường bộ năm 2024, pháp luật nghiêm cấm việc cho trẻ em ngồi cùng hàng ghế với người lái xe (ghế phụ phía trước) đối với trường hợp trẻ em dưới 10 tuổi và có chiều cao dưới 1,35 mét
Như vậy, để được phép ngồi ở hàng ghế cạnh người lái xe (đối với xe có từ 2 hàng ghế trở lên), trẻ em chỉ cần không rơi vào trường hợp bị cấm nêu trên, tức là phải đạt tối thiểu một trong hai điều kiện:
- Đạt độ tuổi từ đủ 10 tuổi trở lên,
- Đạt chiều cao từ 1,35 mét trở lên
Quy định cấm trên không áp dụng đối với loại xe ô tô chỉ có một hàng ghế",36/2024/QH15::article::10::clause::3
24,"Theo quy định mới nhất, mỗi Giấy phép lái xe chưa bị trừ điểm sẽ có tổng cộng bao nhiêu điểm?","Căn cứ Khoản 1 Điều 58 Luật Trật tự, an toàn giao thông đường bộ 2024, điểm của giấy phép lái xe được dùng để quản lý việc chấp hành pháp luật về trật tự, an toàn giao thông đường bộ của người lái xe trên hệ thống cơ sở dữ liệu về trật tự, an toàn giao thông đường bộ, bao gồm 12 điểm.",36/2024/QH15::article::58::clause::1
25,"Theo quy định mới nhất, người điều khiển phương tiện tham gia giao thông phải bật đèn chiếu sáng phía trước trong khoảng thời gian nào hàng ngày?","Căn cứ Khoản 1 Điều 20 Luật Trật tự, an toàn giao thông đường bộ 2024 quy định: ""Người lái xe, người điều khiển xe máy chuyên dùng tham gia giao thông đường bộ phải bật đèn chiếu sáng phía trước trong thời gian từ 18 giờ ngày hôm trước đến 06 giờ ngày hôm sau"".",36/2024/QH15::article::20::clause::1
26,"Theo quy định mới nhất, mỗi giấy phép lái xe có tổng cộng bao nhiêu điểm và nếu không bị trừ điểm trong thời hạn bao nhiêu tháng thì được phục hồi đủ điểm?","Căn cứ Khoản 1 và khoản 2 Điều 58 Luật Trật tự, an toàn giao thông đường bộ 2024 quy định ""Điểm của giấy phép lái xe được dùng để quản lý việc chấp hành pháp luật về trật tự, an toàn giao thông đường bộ của người lái xe trên hệ thống cơ sở dữ liệu về trật tự, an toàn giao thông đường bộ, bao gồm 12 điểm"", đồng thời ""Giấy phép lái xe chưa bị trừ hết điểm và không bị trừ điểm trong thời hạn 12 tháng từ ngày bị trừ điểm gần nhất thì được phục hồi đủ 12 điểm""","36/2024/QH15::article::58::clause::1, 36/2024/QH15::article::58::clause::2"
27,So sánh mức phạt vượt đèn đỏ của xe ô tô và xe máy?,"- Xe ô tô: Người điều khiển xe ô tô bị phạt tiền từ 18.000.000 đồng đến 20.000.000 đồng
- Xe máy: Người điều khiển xe máy (xe mô tô, xe gắn máy) bị phạt tiền từ 4.000.000 đồng đến 6.000.000 đồng
- Đều bị trừ 04 điểm Giấy phép lái xe.","168/2024/NĐ-CP::article::6::clause::9::point::b, 168/2024/NĐ-CP::article::6::clause::16::point::b, 168/2024/NĐ-CP::article::7::clause::7::point::c, 168/2024/NĐ-CP::article::7::clause::13::point::b"
28,So sánh mức phạt đi ngược chiều không gây tai nạn giao thông của xe ô tô và xe máy (không trên đường cao tốc)?,"- Xe ô tô: Căn cứ điểm d khoản 9 Điều 6 Nghị định 168/2024/NĐ-CP, phạt tiền từ 18.000.000 đồng đến 20.000.000 đồng (trừ các trường hợp xe ưu tiên đang đi làm nhiệm vụ khẩn cấp). Đồng thời căn cứ điểm b khoản 16 Điều 6 Nghị định 168/2024/NĐ-CP, người điều khiển ô tô bị trừ 04 điểm Giấy phép lái xe
- Xe máy: Căn cứ điểm a khoản 7 Điều 7 Nghị định 168/2024/NĐ-CP, phạt tiền từ 4.000.000 đồng đến 6.000.000 đồng. Đồng thời căn cứ điểm a khoản 13 Điều 7 Nghị định 168/2024/NĐ-CP, người điều khiển xe máy sẽ bị trừ 02 điểm Giấy phép lái xe","168/2024/NĐ-CP::article::6::clause::9::point::d, 168/2024/NĐ-CP::article::6::clause::16::point::b, 168/2024/NĐ-CP::article::7::clause::7::point::a, 168/2024/NĐ-CP::article::7::clause::13::point::a"
29,Người điều khiển xe ô tô chạy quá tốc độ quy định trên 35 km/h sẽ bị áp dụng mức phạt tiền nào?,Căn cứ điểm a khoản 7 Điều 6 Nghị định 168/2024/NĐ-CP quy định: 'Phạt tiền từ 12.000.000 đồng đến 14.000.000 đồng đối với người điều khiển xe thực hiện một trong các hành vi vi phạm sau đây: a) Điều khiển xe chạy quá tốc độ quy định trên 35 km/h'.,168/2024/NĐ-CP::article::6::clause::7::point::a
30,Mức phạt nồng độ cồn xe máy?,"- Chưa vượt quá 50 miligam/100 mililít máu hoặc chưa vượt quá 0,25 miligam/1 lít khí thở: Phạt tiền từ 2 triệu đồng đến 3 triệu đồng (Điểm a khoản 6 Điều 7 Nghị định 168/2024/NĐ-CP) và trừ 04 điểm GPLX (Điểm b khoản 13 Điều 7 Nghị định 168/2024/NĐ-CP)
- Vượt quá 50 miligam đến 80 miligam/100 mililít máu hoặc vượt quá 0,25 miligam đến 0,4 miligam/1 lít khí thở: Phạt tiền từ 6 triệu đồng đến 8 triệu đồng (Điểm b khoản 8 Điều 7 Nghị định 168/2024/NĐ-CP) và trừ 10 điểm GPLX (Điểm d khoản 13 Điều 7 Nghị định 168/2024/NĐ-CP)
- Vượt quá 80 miligam/100 mililít máu hoặc vượt quá 0,4 miligam/1 lít khí thở: Phạt tiền từ 8 triệu đồng đến 10 triệu đồng (Điểm d khoản 9 Điều 7 Nghị định 168/2024/NĐ-CP) và tước quyền sử dụng giấy phép lái xe từ 22 đến 24 tháng (Điểm c khoản 12 Điều 7 Nghị định 168/2024/NĐ-CP)","168/2024/NĐ-CP::article::7::clause::6::point::a, 168/2024/NĐ-CP::article::7::clause::13::point::b, 168/2024/NĐ-CP::article::7::clause::8::point::b, 168/2024/NĐ-CP::article::7::clause::13::point::d, 168/2024/NĐ-CP::article::7::clause::9::point::d, 168/2024/NĐ-CP::article::7::clause::12::point::c"
31,"Mức xử phạt đối với tình huống sau đây:
Trong quá trình lưu thông, anh  A bị Cảnh sát giao thông (CSGT) dừng xe kiểm tra và phát hiện các tình tiết sau:
A không đội mũ bảo hiểm cho người đi mô tô, xe máy. Kết quả đo nồng độ cồn của A là 0.3 mg/lít khí thở. Xe không có Bảo hiểm trách nhiệm dân sự bắt buộc của chủ xe cơ giới.","Căn cứ Điểm b Khoản 8 Điều 7 Nghị định 168/2024/NĐ-CP, hành vi đều khiển xe trên đường mà trong hơi thở có nồng độ cồn là 0.3 mg/lít khí thở (nằm trong khung vượt quá 0,25 miligam đến 0,4 miligam/1 lít khí thở) phạt tiền từ 6.000.000 đồng đến 8.000.000 đồng và bị trừ 10 điểm Giấy phép lái xe.
Căn cứ Điểm h Khoản 2 Điều 7 Nghị định 168/2024/NĐ-CP, hành vi người điều khiển xe không đội mũ bảo hiểm cho người đi mô tô, xe máy phạt tiền từ 400.000 đồng đến 600.000 đồng
Căn cứ Điểm b Khoản 2 Điều 18 Nghị định 168/2024/NĐ-CP, hành vi người điều khiển xe mô tô không có chứng nhận bảo hiểm bắt buộc trách nhiệm dân sự của chủ xe cơ giới còn hiệu lực phạt tiền từ 200.000 đồng đến 300.000 đồng.","168/2024/NĐ-CP::article::7::clause::8::point::b, 168/2024/NĐ-CP::article::7::clause::2::point::h, 168/2024/NĐ-CP::article::18::clause::2::point::b"
